age,gender,income,education,region,loyalty_status,purchase_frequency,purchase_amount,product_category,promotion_usage,satisfaction_score,Cluster
24,0,40028,1,0,0,2,12910,3,0,6,1
27,0,46855,3,3,0,0,17493,4,0,5,1
27,1,49164,1,0,0,0,18214,3,1,6,1
26,1,41608,0,0,0,2,14608,4,1,4,1
27,0,31364,1,0,2,0,10122,3,0,5,1
29,1,14671,1,2,0,0,5466,6,0,3,0
35,0,32652,1,2,2,0,11928,2,0,4,1
36,0,41651,0,0,1,1,14372,3,1,4,1
29,0,10108,0,1,1,2,2982,6,0,5,0
37,0,34432,3,0,0,2,15053,3,1,5,1
35,0,25144,0,2,0,2,8408,3,1,4,0
37,1,47249,3,0,0,0,16555,5,0,5,1
36,0,46058,1,3,1,1,16418,2,1,6,1
31,1,36840,2,1,2,2,13275,2,1,5,1
19,0,36234,1,3,0,2,13480,3,0,4,1
32,1,45738,1,3,2,0,13543,0,1,5,1
25,1,33648,3,1,0,0,10643,0,0,5,1
30,1,39946,2,1,0,2,11939,3,1,5,1
35,0,6362,2,2,0,1,2063,1,1,4,0
31,0,45679,2,3,1,1,17272,3,1,4,1
31,0,5204,3,3,0,0,1438,4,1,5,0
35,0,31987,0,3,0,0,13979,3,0,3,1
27,0,15176,0,3,0,0,6389,3,0,5,0
38,0,22050,2,3,0,0,7489,5,0,5,0
28,0,18583,1,1,0,0,6338,0,0,5,0
28,0,47503,3,2,0,2,18801,4,0,5,1
29,1,31438,1,0,0,0,11019,5,0,5,1
34,1,33785,1,0,2,1,9666,6,0,4,1
35,1,47352,2,3,0,0,19634,3,0,4,1
29,0,14663,0,3,0,0,5072,5,0,3,0
32,1,40961,1,3,1,0,13068,1,0,5,1
34,0,30442,0,1,1,0,11680,4,1,5,1
29,1,14545,0,0,1,1,4436,1,0,5,0
30,1,27865,1,0,0,0,9455,4,0,5,1
28,1,40490,2,0,1,0,11659,3,0,5,1
32,0,40034,2,3,0,0,12712,2,0,5,1
28,1,23980,0,2,0,0,7634,4,0,5,0
37,1,42797,1,3,0,0,15246,3,0,6,1
29,0,29150,1,1,1,0,10209,3,1,5,1
29,1,13491,2,0,0,1,5045,3,0,5,0
34,0,42859,1,1,0,0,12027,1,1,4,1
39,1,10906,3,3,0,1,4166,1,1,5,0
32,0,43459,1,2,0,0,16430,1,0,5,1
39,0,8881,2,2,0,2,3626,3,0,5,0
28,0,44047,1,1,2,1,15355,2,1,6,1
32,1,41221,3,1,1,0,13890,6,1,4,1
30,1,20963,2,3,0,0,5882,0,0,4,0
40,0,37832,1,0,1,2,9987,4,1,4,1
29,1,12657,1,0,0,1,4330,5,0,4,0
42,0,27610,1,0,1,1,11464,2,0,5,1
32,0,18950,0,3,0,2,5222,4,0,5,0
30,0,48254,1,1,0,0,19454,4,1,5,1
28,0,14104,0,0,0,0,5607,3,0,4,0
27,0,15413,1,0,1,2,6063,2,0,4,0
30,0,38466,1,1,0,0,14479,0,1,7,1
28,1,35175,1,1,1,1,11966,2,1,5,1
32,0,23849,0,0,0,0,6572,3,1,3,0
35,1,46299,3,2,1,1,14887,0,1,5,1
30,0,11687,0,1,0,0,4479,6,0,5,0
31,0,10141,1,0,0,2,3881,2,0,5,0
32,0,45119,1,2,0,0,14745,2,0,4,1
24,0,7599,2,2,0,0,3085,5,0,6,0
31,1,12924,2,1,1,1,4003,0,0,6,0
31,0,40864,1,1,0,2,16805,1,0,5,1
34,0,42928,1,3,1,0,15729,2,0,5,1
32,1,6850,2,1,1,2,1724,6,0,6,0
27,1,31340,0,0,1,2,11664,3,1,4,1
34,1,11290,1,0,1,2,3216,4,0,4,0
28,1,36187,0,0,1,2,13113,6,0,5,1
28,1,11480,1,2,0,0,5080,2,0,5,0
25,0,24652,2,1,0,1,6687,0,1,6,0
36,0,44327,1,2,2,2,16641,4,0,5,1
33,1,14920,1,3,0,0,4351,5,1,4,0
34,1,33380,1,3,0,0,12622,4,0,5,1
30,1,29894,1,0,0,0,13238,3,1,6,1
28,0,34939,3,3,1,0,6944,3,0,5,1
45,0,19698,0,2,0,0,7092,4,1,4,0
25,0,49725,1,3,1,0,14966,6,0,5,1
25,1,15175,0,2,0,2,5395,1,1,6,0
36,1,11812,1,3,0,0,3233,0,0,5,0
29,0,31609,0,1,0,1,10665,5,0,5,1
34,0,41601,3,3,0,0,14509,3,1,5,1
24,0,25511,0,3,0,1,7569,2,1,4,0
32,1,19975,2,3,0,1,6902,2,0,4,0
22,0,24490,1,3,1,0,10457,3,0,5,0
28,1,45495,0,1,0,0,11278,4,0,6,1
26,0,11830,2,0,0,0,4212,5,1,5,0
32,0,6717,2,0,0,0,2393,2,0,5,0
30,0,28905,1,1,0,0,9050,1,0,6,1
29,0,47496,1,2,0,0,11077,2,0,5,1
28,0,33848,3,0,1,1,9081,4,0,3,1
31,1,20667,2,2,0,2,7165,3,0,5,0
35,0,42059,0,3,0,0,16229,2,1,4,1
34,0,18125,0,0,0,0,6463,2,0,4,0
30,1,11546,1,2,1,0,4655,3,1,4,0
36,1,35804,0,3,0,2,16218,3,0,3,1
28,0,33254,3,3,0,1,11255,2,0,3,1
34,0,28617,2,0,1,2,10424,1,1,5,1
33,1,49221,2,2,0,2,17153,2,0,4,1
28,1,20718,3,0,1,0,6901,3,0,4,0
30,0,29995,2,2,1,0,9984,3,0,6,1
33,0,21267,0,3,0,0,7182,0,0,5,0
35,0,33917,2,3,0,0,12926,3,1,5,1
29,0,44453,2,3,0,1,14683,3,0,6,1
31,0,28784,2,3,2,1,11236,2,0,6,1
32,0,30935,1,0,0,2,10818,3,1,7,1
32,1,48550,2,0,1,1,18851,6,0,5,1
33,1,25706,1,3,0,2,11160,5,0,6,0
28,0,8190,2,3,1,1,2840,2,0,5,0
28,1,20002,0,0,1,2,7394,2,0,6,0
35,0,24726,0,0,0,1,8130,4,0,3,0
30,1,27175,1,3,0,0,10238,1,0,4,0
24,1,11982,3,2,2,1,4783,2,0,5,0
30,1,11353,0,3,1,2,4100,3,0,5,0
38,1,20573,3,1,0,0,7556,4,0,6,0
23,1,31927,1,0,0,1,10542,2,0,6,1
19,0,35745,0,0,0,0,11634,2,1,5,1
28,0,34846,2,3,0,0,13389,3,1,4,1
30,0,25518,2,0,0,0,11271,3,0,5,0
33,1,42635,0,2,1,2,16001,6,0,4,1
23,0,16774,3,3,1,0,4699,3,0,4,0
24,1,36851,2,3,0,0,14033,3,0,5,1
30,1,31132,0,0,0,2,12818,5,1,4,1
33,0,42909,0,0,2,1,16992,2,0,6,1
34,0,47194,1,2,0,0,16758,1,1,3,1
23,1,14991,0,3,0,2,5323,2,0,5,0
30,1,16606,1,3,0,1,6164,4,0,5,0
32,1,10024,2,3,0,0,3393,2,0,6,0
26,1,48033,2,2,0,1,18710,2,0,5,1
25,0,30406,2,3,0,0,11511,6,0,5,1
35,1,22761,2,1,0,2,6246,2,1,5,0
27,1,13909,1,0,0,0,4949,5,1,5,0
37,1,10885,2,2,1,0,2463,4,1,4,0
36,0,49565,1,2,1,2,14547,4,1,6,1
29,0,5711,1,2,0,0,2526,2,0,3,0
25,1,35164,1,0,1,0,9921,3,0,5,1
21,1,38535,1,0,1,0,13633,6,0,4,1
34,1,26857,1,3,0,1,8786,2,0,6,0
29,0,44465,0,3,0,2,14762,3,0,6,1
39,0,33910,3,3,1,2,11604,1,0,6,1
39,0,29257,2,1,0,1,11276,1,1,5,1
26,0,35415,0,3,0,0,10792,3,1,4,1
30,0,23751,1,1,0,0,8030,0,0,6,0
30,1,37690,3,3,0,0,11601,4,0,5,1
41,1,29612,3,0,0,0,10310,3,0,5,1
38,1,32895,2,2,0,2,11542,1,1,6,1
29,1,27219,1,2,0,0,9083,1,0,5,0
26,0,37830,1,1,2,2,14218,5,1,6,1
35,1,9502,2,0,0,1,4145,2,1,5,0
25,1,42542,2,2,0,1,13547,2,0,5,1
33,1,6040,2,0,1,2,2104,2,0,4,0
37,1,7501,2,1,0,0,3210,6,0,6,0
32,1,11446,1,0,0,0,3602,2,0,5,0
28,1,31674,1,3,0,1,10483,3,0,4,1
30,0,47320,3,3,0,0,12129,3,0,3,1
30,0,26844,2,1,0,2,7967,6,0,3,0
31,1,31341,1,2,0,1,9264,6,0,5,1
31,0,37962,1,3,0,1,14009,2,1,5,1
34,0,13489,2,2,0,0,4341,3,1,4,0
30,1,41793,1,0,2,0,16565,5,0,4,1
32,0,33463,1,0,0,1,12922,4,1,4,1
26,1,43496,2,0,0,1,14428,3,1,4,1
37,1,33637,0,0,0,2,10663,3,0,5,1
31,1,46985,0,0,2,0,13962,3,0,5,1
38,0,49487,0,2,0,1,20106,3,0,7,1
32,0,15711,0,0,1,0,6340,2,0,6,0
33,0,5363,2,3,0,2,1845,2,1,3,0
36,0,11575,0,1,1,1,3429,3,0,5,0
30,1,10755,3,3,1,0,3884,4,0,5,0
27,0,37298,2,0,0,1,14768,6,0,5,1
32,1,34437,1,3,0,0,10461,4,1,5,1
33,1,48538,2,2,0,1,17005,3,0,6,1
32,1,21445,3,0,0,1,7118,2,1,4,0
30,0,16255,2,0,1,0,5433,3,1,3,0
27,1,8839,1,0,1,0,2786,4,0,5,0
27,0,15313,0,0,0,0,6515,1,0,7,0
24,1,39215,3,3,2,2,16123,5,0,6,1
26,0,9415,1,0,0,0,2635,3,0,6,0
28,0,26966,2,0,1,0,10708,4,0,5,0
34,0,11093,3,2,1,0,3594,4,0,5,0
33,1,36329,2,0,0,2,12523,5,0,4,1
35,0,10750,0,1,0,0,3362,4,1,5,0
29,0,6637,0,0,0,2,2358,3,0,2,0
29,1,40375,2,0,2,2,15895,6,0,5,1
23,0,12303,1,3,0,1,5081,2,0,6,0
35,0,43762,0,2,1,1,12528,5,1,6,1
35,0,39720,1,1,1,1,15463,3,1,5,1
25,1,10994,2,3,0,0,2873,3,1,5,0
30,0,45628,1,3,0,1,14416,2,1,5,1
25,0,34164,0,0,1,1,12270,3,0,4,1
36,0,30753,0,2,1,0,7607,3,1,4,1
29,0,40270,1,3,1,2,15692,2,0,6,1
25,0,5791,0,0,0,0,1558,4,0,4,0
33,0,8102,0,1,0,0,2417,4,0,4,0
29,0,34499,2,0,0,1,11377,3,1,4,1
31,1,8785,1,0,0,1,2957,4,0,6,0
24,1,40646,1,3,0,1,16691,4,0,3,1
31,0,10965,0,0,0,0,3318,1,1,4,0
30,1,23465,1,3,0,0,7277,4,0,3,0
30,1,26107,3,3,0,0,9077,3,1,4,0
26,1,43774,0,3,1,0,18755,5,0,5,1
29,1,34057,0,0,2,0,12396,3,0,5,1
28,1,23667,0,3,0,0,9756,4,0,6,0
30,0,29821,1,0,0,0,7072,5,1,5,1
32,0,12016,1,3,0,0,3952,3,0,5,0
38,1,30539,2,1,0,0,10603,4,0,4,1
34,0,5815,1,1,0,2,1670,2,0,6,0
29,0,21382,1,2,0,0,6085,2,0,5,0
24,0,24172,0,3,1,1,9939,5,0,4,0
22,0,10738,0,2,0,0,5345,3,1,5,0
32,1,36894,0,1,0,0,11896,5,0,7,1
34,1,44953,1,2,0,0,20070,1,0,6,1
42,1,16100,0,2,0,1,7115,2,1,5,0
34,0,30717,3,0,2,0,9951,3,0,5,1
31,0,16492,3,0,0,0,6435,3,0,4,0
30,0,20612,0,2,2,0,7599,4,0,5,0
29,1,7818,0,0,1,0,2615,2,1,6,0
30,0,20641,0,0,0,1,9177,3,0,7,0
28,1,24113,1,1,0,0,7196,3,0,4,0
32,0,18458,1,0,0,1,7230,1,0,6,0
23,0,35208,1,0,1,0,13908,1,0,4,1
27,0,38052,1,1,0,0,11412,0,0,6,1
29,1,5466,2,0,1,0,1626,2,1,5,0
31,1,26143,0,0,0,1,9687,3,0,5,0
34,0,21268,1,3,1,0,6356,1,0,6,0
26,0,18834,1,3,0,0,6186,2,1,5,0
33,0,15456,1,0,0,1,4948,3,0,4,0
32,0,32653,0,0,0,0,12275,0,0,5,1
35,0,32906,0,3,0,0,11166,3,0,5,1
30,0,41296,1,2,2,2,10188,3,0,6,1
35,1,22420,2,0,0,0,7450,5,1,5,0
29,0,16524,0,3,1,1,4311,2,0,6,0
33,0,40668,1,2,0,0,13887,2,0,4,1
34,1,48242,3,1,0,1,16498,1,1,4,1
26,0,22970,2,0,0,1,7209,4,0,6,0
22,1,28848,1,3,0,0,9994,4,0,6,1
29,0,11822,1,2,1,0,3421,1,0,4,0
31,0,39113,1,3,0,0,15755,2,1,5,1
29,1,21464,3,0,1,2,8932,2,1,5,0
28,1,45564,1,1,0,0,17212,4,1,4,1
22,0,28852,2,2,1,0,10001,4,1,5,1
22,0,18058,0,0,0,1,5582,6,1,5,0
24,0,37381,3,0,1,0,16468,3,0,6,1
25,1,36691,2,0,0,1,12136,3,0,6,1
24,0,36194,0,1,1,0,9242,3,0,6,1
29,1,13825,0,0,0,0,4641,0,0,5,0
31,0,44675,0,2,0,0,16347,1,0,7,1
29,0,49386,3,3,1,1,15058,3,0,3,1
35,1,40531,2,3,1,1,10580,0,0,5,1
37,0,28422,0,2,1,0,7706,0,0,6,1
31,1,34755,1,3,0,0,12227,2,1,7,1
32,0,48004,0,2,1,2,17509,1,0,5,1
41,0,41038,3,3,0,0,15985,2,0,6,1
29,1,45344,0,0,0,0,15817,4,1,4,1
24,1,7918,0,1,1,2,1742,5,0,4,0
29,1,35541,0,2,2,1,11452,5,1,6,1
35,0,6526,0,0,1,0,2003,3,1,4,0
29,1,12799,0,0,2,2,3266,3,0,6,0
41,0,45350,1,0,1,0,14143,5,0,7,1
23,1,15605,1,0,2,1,6263,3,1,5,0
30,0,34621,1,3,0,2,13927,3,0,5,1
25,0,39842,1,3,0,0,15550,5,0,5,1
28,1,6493,1,2,1,0,2833,4,1,5,0
26,0,47156,0,2,1,2,15574,4,1,6,1
34,0,24951,1,1,0,1,9697,3,0,5,0
29,1,42237,1,3,0,1,14059,1,1,4,1
23,1,34364,2,0,0,0,12960,1,0,6,1
37,1,44642,1,2,0,2,17908,3,0,5,1
29,0,46742,2,3,0,1,19978,4,0,3,1
29,1,44892,0,1,0,0,11045,4,0,5,1
27,1,42012,1,2,0,0,12035,3,0,5,1
22,0,13222,2,3,0,2,5975,3,0,4,0
28,1,44354,1,0,0,1,15164,5,0,5,1
30,0,27083,1,1,0,2,11945,3,1,5,1
28,1,12726,0,0,0,0,5087,4,0,4,0
28,1,41641,3,3,0,1,14346,2,0,4,1
23,1,19868,2,1,1,0,5327,0,0,6,0
36,1,32216,2,0,0,1,10203,3,1,5,1
31,1,44325,0,3,0,0,13502,1,1,5,1
32,1,16796,3,0,1,2,6228,0,0,5,0
37,1,42686,1,3,0,0,14336,4,1,6,1
23,1,43026,1,3,0,1,14779,6,0,4,1
22,1,6619,3,1,1,0,1950,3,0,5,0
33,0,7742,0,1,1,1,2894,3,0,6,0
37,0,20565,1,0,0,1,6382,5,0,7,0
30,0,23340,2,3,0,2,6147,2,0,4,0
35,0,15988,1,1,2,0,6204,0,0,5,0
33,0,12918,1,2,0,2,5124,3,1,4,0
30,0,46075,3,3,0,2,18993,2,0,5,1
32,1,37342,0,0,0,0,14775,1,0,3,1
24,1,39098,3,2,0,1,14017,0,0,4,1
26,0,32386,2,0,1,2,10152,1,0,3,1
29,1,21504,2,1,1,0,6311,3,0,4,0
32,1,8501,1,2,2,1,3228,5,1,5,0
29,0,46190,0,0,1,1,17467,3,1,5,1
25,0,7556,0,0,0,0,2914,5,0,3,0
29,1,5085,3,3,0,2,1827,3,0,5,0
33,1,7634,1,0,1,1,2613,4,0,6,0
31,1,32955,1,0,2,0,11483,1,1,4,1
26,1,29822,1,3,1,1,12601,3,0,6,1
24,1,30177,1,0,1,0,10809,2,0,5,1
28,0,19123,0,0,0,0,6067,2,1,5,0
36,1,32119,1,2,0,0,8980,0,0,4,1
27,0,37702,0,1,0,1,13604,4,0,5,1
32,1,22589,0,1,0,2,6529,1,0,6,0
32,1,16521,3,1,0,0,7817,5,0,7,0
30,1,8800,2,3,0,2,3313,0,0,6,0
41,0,33991,3,2,0,2,13420,5,0,3,1
31,1,39473,0,1,1,0,12504,3,1,6,1
28,1,44586,1,2,1,1,12477,1,0,5,1
34,1,6359,2,3,0,1,2107,2,0,3,0
31,1,22134,3,1,2,1,9568,3,0,4,0
31,0,9280,0,0,0,0,3118,3,0,8,0
23,1,9989,3,3,1,1,2943,4,0,5,0
29,0,23510,1,3,0,2,8268,1,0,6,0
28,0,36892,0,0,1,1,12435,3,0,4,1
35,0,46698,1,1,0,0,20512,2,0,5,1
29,1,45949,1,1,1,0,14958,2,1,6,1
37,0,9301,1,2,1,1,3068,4,0,7,0
35,1,12304,1,1,2,0,4866,2,0,5,0
31,1,23191,0,0,2,1,8292,3,0,5,0
33,1,44484,0,2,0,1,17823,4,0,6,1
33,0,31927,1,2,0,0,14130,5,0,5,1
33,0,15905,2,3,0,0,4385,3,1,4,0
33,1,23357,0,3,2,0,9722,5,1,5,0
26,1,18401,0,3,1,1,6161,3,1,5,0
29,0,32807,1,0,2,0,11348,1,0,5,1
30,1,38145,1,3,0,1,13239,2,0,5,1
31,0,19448,2,3,1,2,7293,2,1,7,0
32,0,12598,2,1,0,0,4081,1,0,6,0
30,0,6076,1,3,1,0,2210,4,0,5,0
29,1,41994,2,0,0,1,14993,2,0,7,1
25,0,31818,2,2,0,1,12661,4,1,6,1
26,1,46625,1,2,0,1,15767,3,0,5,1
27,1,44590,3,3,1,1,16682,4,0,3,1
34,1,48786,3,0,1,0,17296,3,1,5,1
32,1,38292,2,0,1,0,12871,1,0,5,1
38,1,34925,3,1,1,0,9927,3,1,5,1
39,1,17051,2,3,0,0,7081,1,1,4,0
25,0,9202,2,2,0,2,3659,0,0,3,0
29,1,35892,2,3,1,0,11737,2,1,6,1
32,1,47711,1,3,1,1,19263,3,1,5,1
39,1,15034,1,1,0,0,5449,3,0,5,0
22,0,37517,2,0,0,0,16112,3,0,6,1
35,1,46828,0,0,2,0,17484,3,0,5,1
30,0,17027,0,3,0,0,6421,2,0,5,0
29,1,10110,1,3,0,0,3912,4,0,6,0
33,1,15752,0,2,0,0,6741,4,0,4,0
39,1,14609,0,2,0,0,4135,3,0,5,0
30,0,5362,1,3,0,0,1987,2,1,4,0
25,1,39767,1,0,2,0,11545,1,0,5,1
28,0,28608,1,1,0,0,10928,2,1,5,1
34,0,22127,1,2,1,0,7622,2,0,5,0
32,0,47980,2,3,1,0,13641,5,0,6,1
29,0,45765,2,3,0,1,13631,6,0,6,1
30,1,9267,3,0,1,1,2914,3,1,4,0
28,0,32687,2,1,1,0,14185,3,1,4,1
35,1,37207,1,0,0,1,15153,2,0,5,1
33,1,24342,1,1,0,1,8047,3,0,5,0
30,1,33197,1,3,0,1,10769,3,0,4,1
26,1,12871,1,2,0,1,3555,1,0,5,0
36,1,39673,1,2,0,2,17113,3,0,6,1
31,1,28095,2,0,0,0,8316,2,0,5,1
30,0,45921,2,2,0,0,19047,0,0,5,1
31,1,5132,0,0,2,0,1854,5,0,4,0
31,0,13894,1,0,0,0,5937,1,1,6,0
33,0,32355,0,3,1,1,10300,3,0,4,1
37,1,25681,0,1,1,0,11189,3,1,4,0
19,0,17218,0,3,2,0,6390,3,1,5,0
31,1,34942,1,0,0,1,13846,1,0,5,1
29,0,42016,0,0,1,1,14983,3,0,4,1
35,1,7523,0,3,0,0,2814,4,0,5,0
30,1,13044,1,1,0,2,4338,4,1,5,0
32,1,6239,1,2,1,0,1861,3,1,4,0
30,1,13159,2,2,1,0,4392,4,0,5,0
29,1,10477,2,0,0,2,4368,3,0,4,0
44,0,42144,0,0,1,0,16592,1,0,6,1
24,1,19313,1,0,0,0,8087,3,1,5,0
25,0,29648,0,1,0,0,8135,0,0,6,1
32,1,37546,3,3,0,0,13561,3,0,2,1
28,1,11365,1,2,0,1,3304,1,0,4,0
31,1,19413,0,2,2,1,5043,1,1,5,0
24,0,39052,1,0,0,0,13189,4,0,6,1
32,1,33803,2,0,0,1,13433,3,0,5,1
30,1,46012,1,0,1,1,18947,4,0,5,1
21,0,29274,2,0,1,2,8264,3,0,8,1
29,0,37851,0,3,0,2,12448,3,0,7,1
22,1,43670,1,1,1,1,14985,5,1,4,1
29,1,41355,0,3,0,0,17471,2,0,5,1
30,1,34068,1,3,0,2,13912,2,1,7,1
23,1,34012,1,0,1,2,10485,1,0,7,1
35,1,26202,2,3,0,1,9762,0,0,5,0
31,1,11390,0,3,0,1,3766,3,0,6,0
29,1,27711,0,2,1,1,12477,2,1,8,1
34,1,23370,0,0,1,0,7181,4,1,6,0
30,0,35898,2,0,1,2,12654,1,0,5,1
25,1,24465,2,3,1,0,7464,5,1,5,0
35,1,46795,0,1,0,1,16852,3,1,5,1
32,1,8262,0,0,2,0,3499,4,0,6,0
25,0,41322,3,2,0,0,16414,3,0,4,1
33,0,45212,2,3,0,1,15876,2,0,4,1
32,0,5010,0,1,0,2,2107,2,1,7,0
30,1,44862,1,1,2,0,15953,1,1,6,1
33,1,47657,1,1,0,1,12424,1,0,5,1
41,0,31593,1,3,1,0,8606,3,1,3,1
34,0,32305,0,2,0,0,11057,5,0,3,1
40,0,28138,2,1,2,0,7143,5,0,7,0
37,1,14848,0,1,0,2,5473,6,0,5,0
28,1,35743,1,1,0,0,11223,3,0,5,1
31,0,8154,0,1,0,1,2857,1,0,6,0
26,0,31196,0,3,1,0,11722,2,1,5,1
31,1,39897,1,2,0,1,15294,6,0,6,1
29,1,34094,3,0,0,0,11385,2,0,5,1
32,1,8829,0,3,0,1,3408,4,0,6,0
29,0,39455,1,0,0,0,17577,2,1,4,1
28,1,37603,2,0,0,0,14196,2,0,3,1
28,0,5949,3,0,0,0,1877,5,0,6,0
33,0,18972,2,0,0,0,8045,2,0,4,0
26,1,42795,0,3,0,2,17097,2,1,7,1
26,1,40245,1,0,0,2,13231,3,1,6,1
24,0,18231,0,0,1,1,7684,2,0,4,0
22,0,26804,1,0,0,0,8974,1,0,6,0
34,0,25136,2,2,0,1,8640,2,0,5,0
35,1,22974,1,2,0,0,8285,4,0,4,0
31,1,10994,2,0,1,0,4997,3,0,5,0
30,0,15090,3,2,1,0,4193,2,1,7,0
33,1,26363,2,1,1,1,10829,0,0,6,0
28,0,12514,1,3,1,0,4305,2,0,5,0
33,0,34173,0,3,0,1,10805,1,0,5,1
32,1,17413,1,3,0,1,7117,2,1,5,0
21,0,25888,1,2,1,1,9007,2,0,5,0
32,0,44086,1,3,1,0,15657,3,0,5,1
27,1,47799,1,3,0,0,20125,5,0,3,1
26,1,19394,1,3,0,2,7031,1,1,4,0
33,1,16786,1,2,0,2,5989,6,0,7,0
32,0,21158,1,2,0,0,6206,6,1,4,0
35,0,5562,2,1,0,1,1754,2,0,7,0
38,1,30446,1,3,0,1,9639,2,1,5,1
32,1,45727,2,3,0,0,17215,4,0,5,1
25,0,38837,1,2,2,0,13027,6,0,4,1
33,0,5518,1,2,0,1,1816,4,0,5,0
30,0,30736,0,3,0,0,7380,1,1,4,1
26,1,8341,0,0,0,2,2848,5,0,4,0
30,1,46046,1,0,0,1,14177,3,1,4,1
27,0,14177,2,1,1,2,5019,4,0,6,0
26,0,24525,1,3,0,0,7494,0,0,5,0
25,0,13873,3,0,2,0,4164,4,1,5,0
30,1,37357,3,3,0,0,11057,2,0,4,1
23,1,5825,3,1,1,2,1745,3,0,5,0
21,0,26368,2,2,0,2,11659,2,0,6,0
34,1,37929,3,3,1,2,14682,0,0,5,1
30,1,5796,2,3,0,1,1809,2,0,6,0
31,1,40388,2,3,0,0,14575,0,1,5,1
38,1,35509,1,1,2,2,11746,5,0,5,1
25,1,42200,0,1,0,0,13920,1,0,6,1
39,0,27721,0,0,0,1,10422,0,0,5,1
32,1,6792,2,2,0,1,2120,3,0,5,0
30,0,14222,0,2,1,0,5974,2,0,6,0
36,0,25170,0,2,1,0,8737,3,1,4,0
29,0,5504,0,2,0,0,2269,1,0,5,0
25,1,41153,1,3,2,0,12106,5,0,6,1
26,0,23773,2,2,0,0,9671,5,1,5,0
28,1,11958,2,1,0,0,4680,1,1,5,0
23,1,29665,1,0,1,1,10415,4,0,5,1
27,0,5829,1,2,2,1,2072,3,0,6,0
32,0,31796,0,0,0,0,9913,2,0,4,1
25,0,17094,0,3,1,0,6189,1,1,5,0
33,1,47830,3,0,2,2,19223,4,0,4,1
30,1,43756,1,3,1,1,12388,6,0,6,1
28,0,10442,2,2,0,1,3088,0,0,6,0
25,0,38821,2,2,0,2,15916,1,0,3,1
29,1,23839,0,1,0,1,6985,2,1,4,0
29,0,40591,0,3,1,2,13499,3,1,7,1
35,1,20438,2,0,0,0,7522,6,0,3,0
29,0,31785,2,2,2,1,11507,3,1,4,1
34,1,32059,0,0,0,1,14474,2,1,4,1
39,1,25652,1,1,2,0,8002,1,0,6,0
25,1,42744,2,3,0,1,15599,5,0,5,1
29,1,28793,1,3,0,0,8234,2,1,4,1
33,1,22122,1,0,1,0,7247,2,0,4,0
36,1,31763,2,0,0,0,9505,4,0,5,1
31,1,26406,1,2,0,0,11713,5,0,6,0
23,0,42814,2,0,0,0,16773,6,0,4,1
28,1,34569,1,3,0,1,10996,6,0,5,1
26,1,34806,0,1,1,2,8696,2,1,4,1
29,0,26462,2,2,1,1,10983,2,1,6,0
31,0,28145,1,1,0,1,9989,3,0,6,1
28,1,28574,0,0,0,1,12911,5,0,5,1
42,0,38530,1,2,1,0,15348,1,0,4,1
31,0,42480,0,3,0,1,11238,4,0,4,1
26,1,23061,1,0,1,0,8865,3,0,6,0
30,1,49143,2,3,0,1,14837,3,0,5,1
27,1,7298,2,0,0,0,2314,5,0,5,0
35,1,41494,3,1,1,2,11519,5,0,6,1
31,0,33543,2,0,0,1,10457,1,1,5,1
25,0,30289,3,3,1,1,12256,1,0,4,1
31,0,43791,1,1,0,1,18826,3,0,5,1
29,1,10377,0,2,0,0,3734,4,0,5,0
28,0,13740,0,3,0,1,5678,3,1,6,0
33,1,8664,1,2,1,2,3128,3,0,5,0
32,0,10783,3,2,0,1,3153,3,0,6,0
33,0,41324,1,3,1,1,16838,1,0,6,1
28,0,37985,0,0,0,0,14122,3,0,3,1
32,1,43613,1,0,0,0,14592,0,0,5,1
30,0,36975,0,1,1,1,13870,2,0,5,1
19,0,16385,3,0,1,2,5432,2,1,5,0
30,0,22944,0,1,1,1,8135,2,1,7,0
28,0,34056,1,2,0,0,11873,4,0,5,1
30,1,14445,2,0,0,0,5930,2,0,7,0
31,1,17163,2,3,0,0,5605,2,0,6,0
25,1,45700,1,0,1,0,14169,6,0,6,1
26,1,19144,1,0,0,2,6751,3,1,6,0
33,0,44802,1,1,0,1,17371,0,0,5,1
28,1,20169,0,2,2,0,5633,3,0,5,0
27,1,18253,2,2,0,1,7212,3,0,6,0
31,0,48667,0,3,2,0,16467,1,0,5,1
29,1,44379,0,0,1,1,18691,3,1,6,1
28,0,47000,1,1,2,0,16566,0,0,3,1
27,0,37542,0,2,1,2,10558,5,1,6,1
31,1,30247,0,2,0,2,11746,3,0,5,1
33,1,24956,2,3,0,0,8175,3,0,5,0
32,1,27371,3,2,0,1,7510,1,0,4,0
27,0,12510,1,1,0,0,4666,1,1,6,0
22,0,49700,1,2,2,2,16336,5,0,5,1
26,1,32663,0,3,2,1,13062,3,1,5,1
25,0,21874,1,1,0,2,7163,1,0,4,0
32,0,46214,0,0,0,1,19060,4,0,6,1
33,1,14144,0,0,2,1,6375,1,0,4,0
34,0,37305,0,2,0,2,10259,4,0,4,1
30,0,34871,0,2,0,0,11417,1,0,5,1
22,1,47615,0,3,2,0,16606,1,1,4,1
42,1,37558,2,3,2,0,12906,2,0,6,1
25,1,31382,1,0,1,0,10936,1,0,5,1
30,0,26094,0,3,0,1,9713,6,0,4,0
28,0,48004,1,2,0,0,18339,2,1,6,1
27,0,26564,1,0,1,2,10182,3,1,6,0
