Gender,Age,Annual Income ($),Spending Score (1-100),Work Experience,Family Size,Profession_Doctor,Profession_Engineer,Profession_Entertainment,Profession_Executive,Profession_Healthcare,Profession_Homemaker,Profession_Lawyer,Profession_Marketing,Cluster,PCA1,PCA2
1,85,140000.0,84,1,1,False,False,True,False,False,False,False,False,0,61850.22533804241,64.2432411073854
1,73,31000.0,47,1,2,False,False,False,False,True,False,False,False,1,-156149.77694320818,-5.373071132186265
1,21,5000.0,91,0,1,False,False,False,False,False,False,False,True,1,-208149.78083431846,86.55095099628419
1,93,19000.0,58,1,3,False,True,False,False,False,False,False,False,1,-180149.7743506111,15.828610255456336
1,48,50000.0,36,6,4,False,True,False,False,False,False,False,False,1,-118149.77999331437,-26.541027514006846
1,73,80000.0,73,2,2,False,False,True,False,False,False,False,False,1,-58149.77613927307,44.96306280274561
1,66,69000.0,43,9,3,False,False,False,True,False,False,False,False,1,-80149.77783737492,-14.264573897372523
1,79,31000.0,91,3,3,False,True,False,False,False,False,False,False,1,-156149.77465033357,82.21989562161079
0,62,87000.0,41,6,2,True,False,False,False,False,False,False,False,1,-44149.77845222957,-18.610319918948786
0,32,32000.0,86,5,2,False,False,True,False,False,False,False,False,1,-154149.77984618774,74.97422183307448
0,85,153787.0,100,3,3,False,False,True,False,False,False,False,False,0,89424.2259257322,95.7553930122444
0,31,95851.0,16,5,2,False,False,False,False,True,False,False,False,1,-26447.78273085331,-67.03764602715485
1,31,145015.0,73,6,3,False,False,False,False,True,False,False,False,0,71880.21923037656,45.264068459386664
1,38,148539.0,7,5,2,False,False,False,False,True,False,False,False,0,78928.21752632421,-87.20436003794609
1,90,117319.0,21,1,2,False,False,False,False,False,False,True,False,0,16488.2236494299,-61.24247492279986
1,65,180243.0,26,6,2,False,False,False,False,False,False,False,True,0,142336.22102123167,-51.888785957624
1,63,165052.0,12,4,2,False,False,False,False,False,False,False,False,0,111954.22031525074,-79.23983190583778
1,61,120487.0,14,0,2,True,False,False,False,False,False,False,False,0,22824.22026362973,-73.61438078946311
0,26,112766.0,83,8,4,False,True,False,False,False,False,False,False,0,7382.219208182127,66.61722892693885
0,56,97562.0,15,5,6,False,False,False,True,False,False,False,False,1,-23025.780062318663,-70.58396058494506
1,24,118302.0,100,5,1,False,False,False,False,False,False,True,False,0,18454.219526977293,100.55551481916717
0,72,93921.0,93,9,2,False,False,False,False,False,False,True,False,1,-30307.775455337018,84.50299021840391
1,54,132046.0,8,4,4,False,False,False,False,False,True,False,False,0,45942.219332804874,-85.60236832904022
0,45,183217.0,91,7,2,False,False,False,False,False,False,False,False,0,148284.22126725153,79.13670373816242
0,66,182937.0,44,8,1,False,False,False,False,False,False,False,True,0,147724.22180020626,-16.063401852003665
1,27,68272.0,56,8,4,False,False,False,False,True,False,False,False,1,-81605.78153961792,14.068269086315222
0,36,69841.0,21,10,2,False,True,False,False,False,False,False,False,1,-78467.7818508081,-56.495672522491475
1,89,110667.0,100,2,4,False,False,False,False,True,False,False,False,0,3184.226491227935,96.96135082212938
1,91,102861.0,40,4,1,False,False,False,False,False,False,False,False,1,-12427.775476809722,-22.849577440812453
1,63,64589.0,90,7,1,False,True,False,False,False,False,False,False,1,-88971.77646926191,80.03166067876506
0,52,152755.0,39,4,2,False,True,False,False,False,False,False,False,0,87360.2201685645,-24.20075199759865
1,37,92313.0,58,1,5,False,False,False,False,True,False,False,False,1,-33523.780572169264,16.703525967155908
1,78,98922.0,2,2,3,False,False,False,False,False,False,False,False,1,-20305.77825980579,-97.90465609500203
0,24,165846.0,33,0,4,False,True,False,False,False,False,False,False,0,113542.21686559616,-34.95213551146613
0,84,137641.0,67,0,5,False,False,False,False,True,False,False,False,0,57132.224636121406,30.39502037541313
0,49,173743.0,96,0,4,False,False,False,False,False,False,False,False,0,129336.22182293877,89.24374837598752
1,67,116126.0,58,10,2,False,False,True,False,False,False,False,False,0,14102.222681757019,14.086224089670726
1,32,112246.0,30,8,3,False,False,False,False,True,False,False,False,0,6342.2179013790155,-39.672669025475344
1,39,69384.0,75,1,5,False,False,False,False,True,False,False,False,1,-79381.7796587612,51.33545216744352
1,68,76529.0,62,0,2,False,False,False,False,True,False,False,False,1,-65091.77709578861,23.39491821854276
1,76,68292.0,55,8,2,False,False,False,False,False,False,False,False,1,-81565.77634897796,9.161145273097485
1,84,173185.0,99,3,1,False,False,False,False,False,False,False,False,0,128220.22569950891,93.17025436762026
0,75,142034.0,82,1,4,False,False,True,False,False,False,False,False,0,65918.22421394955,60.7666390609259
0,22,107941.0,61,0,1,False,False,False,False,False,False,False,False,1,-2267.7821694912273,23.07981339516915
1,90,149840.0,61,1,1,False,True,False,False,False,False,False,False,0,81530.2249978671,17.637001955211925
1,78,126599.0,84,0,3,False,False,False,False,False,False,True,False,0,35048.22463575797,65.10799524740348
1,58,57180.0,22,9,1,False,False,False,False,True,False,False,False,1,-103789.77944114037,-55.37332592526167
1,99,184426.0,41,9,1,False,False,False,False,False,False,False,False,0,150702.22523238722,-24.074701437442634
1,24,151085.0,39,2,5,False,False,False,False,False,False,False,True,0,84020.21717255804,-22.475146839287756
1,88,166107.0,98,13,4,False,False,False,False,False,False,False,False,0,114064.22629016818,91.11575666694007
1,92,67850.0,91,9,4,False,False,False,False,False,False,False,False,1,-82449.77328372953,80.18598643218043
0,99,173394.0,4,13,1,False,True,False,False,False,False,False,False,0,128638.22397402592,-97.69440922136424
1,51,72303.0,98,7,1,False,False,False,False,False,False,True,False,1,-73543.77748664551,96.47966201099105
0,23,181760.0,35,14,3,False,False,False,False,True,False,False,False,0,145370.21697915287,-31.49501539905058
0,22,172923.0,20,6,1,False,True,False,False,False,False,False,False,0,127696.21621527275,-61.08445998401666
1,89,115811.0,87,11,4,False,False,False,False,False,True,False,False,0,13472.226132100404,70.75566892349889
0,20,184324.0,51,13,5,False,False,False,False,False,False,False,True,0,150498.21723778313,0.5857413779821776
1,72,67353.0,19,9,3,False,False,False,False,False,False,True,False,1,-83443.77806925724,-62.54466421259855
0,90,164914.0,18,8,3,False,False,False,False,False,False,False,False,0,111678.22349428336,-68.86605507552613
0,99,63364.0,61,1,2,False,False,True,False,False,False,False,False,1,-91421.77375505804,19.989732178694094
1,39,182352.0,73,4,3,False,True,False,False,False,False,False,False,0,146554.21993227833,43.551750499607905
1,37,148544.0,56,1,2,False,False,True,False,False,False,False,False,0,78938.21915464016,10.832308039702124
0,46,62833.0,85,1,2,False,False,False,False,False,False,False,False,1,-92483.77854715675,71.13332762251956
0,65,120627.0,72,0,2,False,False,False,False,True,False,False,False,0,23104.222816333146,42.091194938479205
1,60,130898.0,30,1,1,False,False,False,False,False,False,False,False,0,43646.22071405283,-41.920521559761845
1,93,103130.0,74,12,3,False,False,False,True,False,False,False,False,1,-11889.773880767767,44.949226090188986
0,72,106681.0,15,9,5,False,False,False,False,True,False,False,False,1,-4787.77832927792,-71.85759572748624
1,36,87353.0,25,1,5,False,False,True,False,False,False,False,False,1,-43443.781871573636,-49.04118905302089
0,52,88046.0,61,8,1,False,False,False,False,False,False,False,False,1,-42057.77877239305,21.92227259747244
1,72,98168.0,49,1,2,False,False,True,False,False,False,False,False,1,-21813.777201144676,-3.557981578168423
1,28,178265.0,5,2,1,False,False,False,False,False,False,True,False,0,138380.21622979225,-91.58524377289953
1,48,167232.0,92,6,4,True,False,False,False,False,False,False,False,0,116314.22168070203,81.49428732160135
0,85,140478.0,43,6,4,True,False,False,False,False,False,False,False,0,62806.223935546164,-17.76655065830161
0,22,159296.0,83,8,1,False,False,False,False,False,False,False,False,0,100442.21859842745,65.30507082709346
1,30,144043.0,78,1,1,True,False,False,False,False,False,False,False,0,69936.21921776094,55.37937183342032
0,46,72594.0,64,1,2,False,False,False,False,False,False,False,False,1,-72961.77934907655,28.82598416896136
1,82,180288.0,77,2,2,False,False,False,False,False,False,False,False,0,142426.22464948872,49.07509552403832
1,73,165734.0,51,0,1,False,False,True,False,False,False,False,False,0,113318.22274379095,-1.8691875851996365
0,90,70201.0,8,0,2,False,True,False,False,False,False,False,False,1,-77747.77669773015,-85.65300362395247
0,34,91503.0,26,0,6,False,False,False,False,False,False,False,False,1,-35143.78206898754,-47.05924000502576
1,79,143560.0,83,1,3,False,False,False,False,False,False,False,False,0,68970.2246645222,62.478384874161776
0,83,131574.0,97,1,2,False,False,False,False,False,False,False,False,0,44998.22563717536,90.62952500449538
1,20,151124.0,18,15,3,False,False,False,False,False,False,False,False,0,84098.21615205554,-64.2827539549334
1,25,67447.0,5,15,2,False,False,False,False,False,False,False,False,1,-83255.78353217964,-87.77238366988125
1,26,117454.0,8,16,2,False,False,False,False,True,False,False,False,0,16758.216546690557,-83.50965936422908
1,18,86203.0,23,13,1,True,False,False,False,False,False,False,False,1,-45743.78372297827,-51.98788298444399
1,86,163463.0,31,9,4,False,False,False,False,False,False,False,False,0,108776.22357057806,-42.5974412812546
1,75,151696.0,82,15,1,False,False,False,False,False,False,False,False,0,85242.22436446988,60.37724511420558
0,78,184736.0,52,13,1,False,False,False,False,False,False,True,False,0,151322.22344660322,-0.8686197816505263
1,87,70419.0,69,6,4,False,False,False,False,False,True,False,False,1,-77311.77467841576,36.431378042654515
0,59,130950.0,28,5,3,False,False,False,True,False,False,False,False,0,43750.22061134281,-45.88462316976289
1,55,82285.0,35,16,1,False,True,False,False,False,False,False,False,1,-53579.779265038225,-30.080630874072146
1,50,91389.0,92,11,7,False,False,False,False,True,False,False,False,1,-35371.77776517162,83.87912930411922
0,54,186359.0,95,13,2,True,False,False,False,False,False,False,False,0,154568.22245653308,86.46332253727796
0,79,166335.0,45,5,5,False,True,False,False,False,False,False,False,0,114520.22327404589,-14.272184509124175
1,51,66852.0,73,15,3,False,False,False,True,False,False,False,False,1,-84445.77824702664,46.64118434432916
0,18,103896.0,36,16,4,False,False,False,True,False,False,False,False,1,-10357.783234486189,-26.61003598313547
0,21,187761.0,87,2,3,False,False,False,False,True,False,False,False,0,157372.21847071167,72.43748668986233
0,37,102717.0,93,7,4,False,False,False,False,True,False,False,False,1,-12715.779243382836,86.29554210117632
0,83,102647.0,83,0,2,False,False,True,False,False,False,False,False,1,-12855.774807751986,63.61343003136061
1,96,113585.0,31,0,4,False,False,False,False,False,False,True,False,0,9020.224672888377,-41.48057198206091
1,65,86509.0,88,0,4,False,False,False,False,False,False,False,False,1,-45131.77648044287,75.21433240856466
0,80,59099.0,44,1,7,False,False,False,False,False,False,False,True,1,-99951.7763542243,-12.731613573609975
1,75,135088.0,5,1,5,False,False,False,False,False,False,True,False,0,52026.221424449046,-92.93474204372593
1,87,110870.0,78,1,4,False,True,False,False,False,False,False,False,0,3590.2254556848347,53.0977619536079
1,86,187667.0,12,0,1,False,False,False,False,False,False,False,False,0,157184.22263314528,-81.33976925242338
1,36,124614.0,25,8,5,False,False,False,False,False,False,False,False,0,31078.218122324455,-50.32119523224374
1,78,166492.0,40,9,7,False,False,False,False,False,True,False,False,0,114834.2230598256,-24.23579685767521
1,62,172758.0,69,1,2,False,False,True,False,False,False,False,False,0,127366.2222259994,34.52719038134636
0,89,122430.0,19,1,1,False,False,False,False,True,False,False,False,0,26710.223443807175,-65.35104854413798
1,56,183540.0,96,0,6,False,False,True,False,False,False,False,False,0,148930.22255672255,88.4992538040012
1,35,96484.0,34,5,4,False,False,False,False,False,False,False,False,1,-25181.781628415993,-31.31420358015936
0,33,112587.0,71,1,4,False,False,False,False,False,False,False,False,0,7024.21941355068,42.25383375309286
1,58,155672.0,71,7,7,False,False,True,False,False,False,False,False,0,93194.22206125321,39.29696317752651
1,68,72847.0,93,1,2,False,False,False,False,False,False,False,False,1,-72455.77593297265,85.48558500815983
0,38,71897.0,32,2,3,False,False,True,False,False,False,False,False,1,-74355.78135159455,-34.65287501980998
0,31,158479.0,57,1,5,True,False,False,False,False,False,False,False,0,98808.21854229504,12.850822644623133
0,90,89251.0,4,1,1,False,False,True,False,False,False,False,False,1,-39647.77690168875,-94.28837615872258
0,28,179911.0,24,1,1,False,True,False,False,False,False,False,False,0,141672.2169059759,-53.65260804419553
0,78,127615.0,78,10,7,False,False,False,True,False,False,False,False,0,37080.224597406035,53.02348957663929
1,23,50076.0,32,3,5,False,False,False,False,False,False,False,False,1,-117997.78285243307,-33.04092434719713
1,25,77779.0,62,4,1,False,False,False,False,False,False,False,False,1,-62591.7816515644,25.88849878748312
0,59,169999.0,38,5,5,False,True,False,False,False,False,False,False,0,121848.22086462693,-27.200488622801945
1,24,78223.0,41,0,1,False,False,False,False,False,False,True,False,1,-61703.78258923975,-16.028556955979145
0,37,153399.0,93,1,6,False,False,True,False,False,False,False,False,0,88648.22052895601,84.6315816238432
1,95,66322.0,88,0,3,False,False,False,False,False,False,False,False,1,-85505.7732106287,74.10810337072341
1,48,68761.0,16,1,4,False,False,False,False,False,False,True,False,1,-80627.78086364518,-67.12464432084532
0,54,65874.0,87,7,6,False,False,False,False,False,False,False,False,1,-86401.77750332447,74.51944909851483
0,89,115996.0,24,15,1,False,True,False,False,False,False,False,False,0,13842.22385784438,-55.21124293371868
1,58,67097.0,91,6,1,False,True,False,False,False,False,False,False,1,-83955.77699113097,82.248999035993
0,74,128266.0,55,7,4,False,True,False,False,False,False,False,False,0,38382.223253495235,7.2786229160539975
1,64,156777.0,20,7,2,False,False,False,False,True,False,False,False,0,95404.22078794189,-63.045337253757594
1,48,123234.0,50,10,7,False,False,False,False,False,False,True,False,0,28318.220374485012,-1.0231283639908462
1,21,153885.0,86,6,6,False,False,False,False,False,False,False,False,0,89620.21863259439,71.54656446881137
0,84,53500.0,44,3,4,False,False,False,False,False,False,False,True,1,-111149.77590354349,-12.788344640219744
1,47,124072.0,56,0,7,False,False,False,False,False,False,True,False,0,29994.220334992584,11.053264441680238
1,96,135800.0,29,0,7,False,False,False,False,True,False,False,False,0,53450.22455165701,-46.22453530034295
0,93,120597.0,96,2,4,False,False,False,False,False,False,False,False,0,23044.226739866688,88.39549057885425
0,56,53231.0,41,0,5,False,False,False,False,False,False,False,True,1,-111687.77904574774,-17.09990566799133
1,76,156330.0,31,1,2,False,True,False,False,False,False,False,False,0,94510.22238731335,-41.72289214320226
0,47,186002.0,80,15,2,True,False,False,False,False,False,False,False,0,153854.2211888316,56.894266737638134
1,70,111760.0,53,12,5,False,False,False,True,False,False,False,False,0,5370.222890393452,4.043421366063868
1,47,143906.0,12,4,3,False,False,False,False,False,False,False,False,0,69662.21868192517,-77.58457625574681
0,86,98463.0,46,10,5,False,False,False,False,False,True,False,False,1,-21223.775652912715,-10.447347241323666
0,91,93762.0,28,15,7,False,False,False,False,False,False,False,False,1,-30625.775669254257,-46.59862448178414
0,97,104582.0,50,8,2,False,False,False,False,True,False,False,False,1,-8985.77440511121,-3.2944931716765815
1,28,79968.0,45,9,2,False,False,False,False,False,False,True,False,1,-58213.781877169866,-8.374557995010957
0,32,104824.0,42,0,7,False,False,False,False,False,False,False,False,1,-8501.781732681295,-15.400902669303731
0,82,188719.0,30,0,6,False,False,False,False,False,False,True,False,0,159288.22290459223,-45.16073190083526
0,39,187536.0,66,3,6,False,False,False,False,True,False,False,False,0,156922.21966979105,29.3856816087435
1,34,154888.0,43,9,6,False,False,False,False,True,False,False,False,0,91626.21849036959,-15.23618485303479
0,76,155622.0,81,0,2,False,False,False,False,True,False,False,False,0,93094.22420664519,58.261043303381825
1,30,62330.0,60,1,1,False,False,False,False,True,False,False,False,1,-93489.78118281072,22.12412213900708
1,69,112838.0,34,1,7,False,False,False,False,True,False,False,False,0,7526.221936423681,-33.86348795641441
0,22,58283.0,59,2,4,False,False,False,False,False,True,False,False,1,-101583.78202117121,20.725778735998208
1,60,77857.0,81,1,6,False,False,False,False,False,False,False,False,1,-62435.77721088017,61.798864997977574
0,66,125024.0,25,0,1,False,False,False,False,False,False,False,False,0,31898.221178047796,-52.071678330569284
1,57,136242.0,34,9,1,False,False,False,False,False,False,False,False,0,54334.2206412189,-33.9646504156063
1,60,81934.0,81,1,4,False,False,False,False,True,False,False,False,1,-54281.77724174583,61.66500509992606
1,59,130511.0,97,3,4,False,False,False,False,False,False,False,False,0,42872.223118806025,92.07825671919913
1,54,144502.0,88,3,1,False,False,False,False,False,False,True,False,0,70854.22218112089,73.91939808538575
0,90,63769.0,6,4,2,False,False,False,False,False,False,False,False,1,-90611.7766899821,-89.45605125914192
1,34,135115.0,54,1,7,False,False,True,False,False,False,False,False,0,52080.21884850226,7.4542965106272305
1,85,179877.0,17,12,4,False,False,False,False,True,False,False,False,0,141604.22294081064,-71.08921067099702
1,83,93351.0,65,1,1,True,False,False,False,False,False,False,False,1,-31447.775430111487,27.935907981656666
0,41,65723.0,91,6,7,False,False,False,False,False,False,False,False,1,-86703.7787540259,83.29677074864507
1,38,96794.0,96,6,3,False,False,False,False,True,False,False,False,1,-24561.779030587342,92.43811367777225
0,68,72352.0,61,8,5,False,False,False,False,True,False,False,False,1,-73445.77697256772,21.49068984544584
1,20,111896.0,90,1,3,False,False,False,True,False,False,False,False,0,5642.218711799796,81.03355541419842
0,36,88565.0,16,1,5,False,False,False,False,True,False,False,False,1,-41019.78220508385,-67.07502340028769
1,70,104974.0,63,1,1,False,False,False,False,False,False,False,False,1,-8201.776933875277,24.321735099682197
1,31,69018.0,17,6,1,False,False,False,False,False,False,False,False,1,-80113.7825987848,-64.14528884415971
1,48,174109.0,96,0,1,False,False,True,False,False,False,False,False,0,130068.22168848797,89.29588384480057
0,28,62186.0,29,0,1,False,False,False,False,False,False,False,True,1,-93777.78254703514,-39.72014702650513
0,97,183783.0,70,9,3,False,False,False,False,True,False,False,False,0,149416.22610064328,34.03641556145402
0,81,83771.0,1,1,2,False,False,False,False,False,False,False,False,1,-50607.77794809887,-99.57004185105754
1,37,148196.0,91,0,2,False,False,False,False,False,False,False,False,0,78242.22042293823,80.81724297648535
0,85,131742.0,87,1,1,False,False,True,False,False,False,False,False,0,45334.225475800224,70.51591825944098
1,78,59971.0,94,14,7,False,False,False,False,False,True,False,False,1,-98207.77454537051,87.24848522143968
1,53,140107.0,38,1,5,False,False,False,False,True,False,False,False,0,62064.220261979455,-25.824951271853894
1,41,161896.0,49,1,3,False,False,True,False,False,False,False,False,0,105642.2192904577,-3.846292618062879
0,20,119952.0,2,8,2,False,False,False,False,True,False,False,False,0,21754.215557031013,-95.19161473765543
1,98,167197.0,63,1,5,True,False,False,False,False,False,False,False,0,116244.22590420587,20.575484972490454
1,44,186116.0,2,8,6,False,False,False,False,True,False,False,False,0,154082.21793951516,-98.83163290648369
1,66,134677.0,59,15,5,False,False,False,False,True,False,False,False,0,51204.22265018162,15.495180398813051
1,58,180479.0,74,0,3,False,False,False,False,True,False,False,False,0,142808.22194895492,44.50528185125414
0,97,112783.0,21,9,6,False,False,False,False,False,False,False,False,0,7416.224568458616,-61.55222594821275
0,48,115832.0,92,2,2,False,False,False,False,False,False,False,False,0,13514.221775193408,83.2334563210883
1,47,104834.0,44,0,7,False,False,False,False,False,False,False,False,1,-8481.780054174807,-12.293429618978198
0,93,152571.0,66,14,5,True,False,False,False,False,False,False,False,0,86992.2257223438,27.292393002881457
1,68,171761.0,59,1,6,True,False,False,False,False,False,False,False,0,125372.22254000042,14.2070785555857
1,87,77709.0,73,0,1,False,False,False,False,False,False,False,False,1,-62731.77467182955,44.218853957406566
1,22,95053.0,17,1,2,False,False,True,False,False,False,False,False,1,-28043.783714927824,-64.45586359621466
0,89,74820.0,33,1,2,True,False,False,False,False,False,False,False,1,-68509.77588938583,-35.77482806219639
0,57,152267.0,92,9,5,False,True,False,False,False,False,False,False,0,86384.22274782642,81.4423966501233
0,91,71925.0,14,4,2,False,False,False,False,False,False,False,False,1,-74299.77631708844,-73.79496757922541
1,84,151340.0,95,1,7,False,False,False,False,False,False,False,False,0,84530.22564809443,85.90570395110898
0,56,162921.0,51,0,4,False,False,False,True,False,False,False,False,0,107692.22096007012,-0.77086486682256
1,26,52234.0,30,1,2,False,False,False,True,False,False,False,False,1,-113681.78266741111,-37.275773597258286
1,56,100271.0,87,1,5,False,False,False,False,False,False,False,False,1,-17607.777502718985,73.2837716966352
1,33,88763.0,1,1,1,False,False,True,False,False,False,False,False,1,-40623.7831113692,-96.88356806243935
0,99,164781.0,83,0,2,False,True,False,False,False,False,False,False,0,111412.22671132558,60.58713955371749
1,25,156016.0,85,2,1,False,False,False,False,False,False,False,False,0,93882.21891378902,69.26533397153801
1,96,186882.0,40,1,7,False,False,True,False,False,False,False,False,0,155614.2247991155,-25.9446017992107
1,35,99300.0,88,5,2,False,False,False,False,False,True,False,False,1,-19549.77967699748,76.54589605483353
1,81,89211.0,12,1,7,True,False,False,False,False,False,False,False,1,-39727.777519926945,-77.76769715472905
1,31,139592.0,62,1,1,False,False,False,False,False,False,False,True,0,61034.21875310813,23.482748659687342
0,89,57033.0,99,0,4,False,False,False,False,False,False,False,False,1,-104083.77340988752,96.76315769054871
0,84,117612.0,63,0,6,False,True,False,False,False,False,False,False,0,17074.224565249504,23.06605720751686
0,40,185321.0,96,0,7,False,False,False,False,False,False,False,False,0,152492.22084700826,89.38767828183721
0,49,151298.0,89,0,6,False,False,False,False,False,False,False,False,0,84446.22165878103,75.99703697396124
1,69,123925.0,52,1,7,False,False,False,False,False,False,False,False,0,29700.22255873737,1.7504870786411395
1,51,142892.0,25,8,1,False,False,True,False,False,False,False,False,0,67634.21963228173,-51.816772030900964
1,34,58979.0,3,9,5,False,False,True,False,False,False,False,False,1,-100191.78267733389,-91.99541058980448
1,51,141416.0,100,15,1,False,False,False,False,True,False,False,False,0,64682.222489436,98.12972298663517
0,54,104854.0,67,1,7,False,False,False,False,True,False,False,False,1,-8441.778447028744,33.263912238001694
1,99,172896.0,13,0,3,False,True,False,False,False,False,False,False,0,127642.22412817477,-79.6224827717414
1,91,189974.0,37,8,1,False,True,False,False,False,False,False,False,0,161798.2241963227,-31.77675084117182
0,65,90084.0,65,1,6,False,False,False,False,False,False,False,False,1,-37981.77730238271,29.107276817419926
1,47,112247.0,24,4,5,False,False,False,True,False,False,False,False,0,6344.219244919834,-52.540771016595265
1,91,181775.0,61,4,5,False,False,False,False,False,False,False,False,0,145400.22507764184,16.491163088185996
1,64,59088.0,31,1,3,False,False,False,False,False,False,False,False,1,-99973.77857788859,-37.763462563828284
1,91,60856.0,23,1,6,False,False,False,False,False,False,False,False,1,-96437.77596081779,-55.42289311784093
0,32,149900.0,34,6,3,False,False,False,False,False,False,False,False,0,81650.21789251437,-32.92398894403103
0,22,162598.0,84,8,3,False,False,False,False,False,False,False,False,0,107046.21864140785,67.19129674679758
1,37,146195.0,89,4,4,False,False,False,False,True,False,False,False,0,74240.22043361254,76.8628402219446
0,83,135268.0,53,4,5,False,False,False,False,False,False,True,False,0,52386.22408375969,2.5258543255317036
1,89,136037.0,1,5,1,False,False,False,False,False,False,False,True,0,53924.22279817282,-101.80916359129232
1,33,111191.0,67,9,4,False,False,False,False,False,False,False,False,0,4232.21939095766,34.26422920793668
1,71,177359.0,56,6,2,True,False,False,False,False,False,False,False,0,136568.22277252036,7.824629801996537
0,49,53509.0,98,5,4,False,False,False,False,False,False,False,False,1,-111131.77764151053,97.23228360992844
1,53,86766.0,2,16,3,False,False,False,False,False,False,True,False,1,-44617.78068593206,-96.0847120307151
1,63,52661.0,25,12,5,False,False,False,False,True,False,False,False,1,-112827.77870138988,-49.54231514737137
1,46,148520.0,14,11,5,False,False,False,False,True,False,False,False,0,78890.21875486276,-73.71918167812015
0,42,149936.0,52,15,3,False,False,False,False,False,False,False,False,0,81722.21975671992,2.4195859227813123
1,73,102296.0,31,7,5,False,False,True,False,False,False,False,False,1,-13557.777651587028,-39.773335296668435
0,75,178416.0,16,10,7,False,False,False,True,False,False,False,False,0,138682.22183534366,-72.43995314545953
1,49,83788.0,41,15,1,True,False,False,False,False,False,False,False,1,-50573.77970743976,-17.774458668243536
1,96,184771.0,77,8,5,False,True,False,False,False,False,False,False,0,151392.2262490157,48.0593018416009
1,52,70302.0,88,14,3,False,False,False,True,False,False,False,False,1,-77545.77761692542,76.458256211235
0,91,97879.0,40,15,7,False,False,True,False,False,False,False,False,1,-22391.775243228836,-22.74620472916492
0,22,64707.0,29,7,3,False,False,True,False,False,False,False,False,1,-88735.78307535959,-39.48494497445362
0,62,71795.0,87,8,1,False,False,False,False,True,False,False,False,1,-74559.77669515222,73.8477249086856
0,41,76567.0,85,16,1,True,False,False,False,False,False,False,False,1,-65015.778912453134,70.89723175658924
1,71,154007.0,32,7,7,False,False,False,False,False,False,False,False,0,89864.22202937718,-39.38544609544335
1,94,85265.0,68,7,6,False,False,False,True,False,False,False,False,1,-47619.77398259202,33.5131245239763
1,96,145457.0,57,2,1,False,False,False,True,False,False,False,False,0,72764.22552321626,9.425703568056367
1,23,73759.0,83,0,7,True,False,False,False,False,False,False,False,1,-70631.78109035465,68.13505859434372
0,94,90082.0,17,5,7,False,False,False,False,False,False,False,False,1,-37985.77588831443,-68.59378366061893
1,74,101352.0,36,0,5,False,False,False,False,False,False,True,False,1,-15445.777463028426,-29.77143707335555
1,52,93947.0,81,9,2,False,False,False,False,True,False,False,False,1,-30255.778035934178,61.7012491297307
0,39,134629.0,23,1,6,False,True,False,False,False,False,False,False,0,51108.21824131765,-54.799113857003235
0,72,101858.0,70,8,6,False,False,False,False,True,False,False,False,1,-14433.776304509796,38.25831862446874
1,55,165501.0,47,10,4,False,False,False,False,False,False,False,False,0,112852.22084673314,-8.843604735424439
0,29,135931.0,74,5,1,False,False,False,False,False,False,True,False,0,53712.21905109167,47.69239221979984
0,38,103356.0,20,1,6,False,False,False,False,False,False,False,True,1,-11437.781885439676,-59.69267297426242
1,44,75195.0,79,1,3,False,False,False,False,False,False,False,False,1,-67759.7790139097,58.84373046528198
0,58,123083.0,44,6,5,False,False,True,False,False,False,False,False,0,28016.221148859273,-13.583397852209512
0,77,73884.0,30,1,2,False,False,False,False,True,False,False,False,1,-70381.77728071544,-41.02832040512156
1,56,91180.0,61,1,7,False,False,True,False,False,False,False,False,1,-35789.77840737341,21.608530372518917
0,79,86235.0,52,0,2,False,False,False,False,False,False,False,False,1,-45679.77631695301,2.4261277974395306
1,97,96400.0,4,1,7,True,False,False,False,False,False,False,False,1,-25349.776124410593,-94.95097481066841
0,78,83599.0,12,1,6,False,False,False,False,True,False,False,False,1,-50951.77783080474,-77.40138390718256
1,91,82535.0,50,0,1,False,False,False,False,True,False,False,False,1,-53079.77510228766,-2.159738400633856
0,35,92227.0,8,0,5,False,False,False,False,False,False,True,False,1,-33695.7826325139,-83.12593113518673
1,43,150444.0,27,13,4,False,False,False,False,False,False,False,False,0,82738.21892468547,-47.62530521813898
1,37,149095.0,83,1,2,False,False,False,False,False,False,True,False,0,80040.22014177244,64.78887552465733
0,63,113605.0,42,3,3,False,False,False,False,False,False,False,False,0,9060.2215800579,-17.544919160947774
0,32,118280.0,92,0,5,False,False,False,False,False,False,False,False,0,18410.220050584976,84.10813997420676
0,91,94576.0,90,0,1,False,False,False,False,False,False,False,False,1,-28997.773676898054,77.40233812721058
1,33,129257.0,70,6,3,False,False,False,True,False,False,False,False,0,40364.219387363584,39.674218838228526
1,57,70373.0,10,2,6,False,False,False,False,True,False,False,False,1,-77403.78009304721,-79.71517663319675
1,43,77600.0,66,0,1,False,False,False,False,True,False,False,False,1,-62949.77963743502,32.84170009247116
1,26,113707.0,97,0,5,False,False,True,False,False,False,False,False,0,9264.219606661274,94.613856721832
1,59,189672.0,8,0,7,True,False,False,False,False,False,False,False,0,161194.2196422246,-87.80753266018816
1,61,143180.0,58,0,5,False,False,False,False,False,False,False,False,0,68210.2218256642,13.584805606211756
1,59,174890.0,14,3,4,False,False,False,False,False,False,False,True,0,131630.2199297821,-75.33047137445155
